ts_anglevertical,anglevertical,ts_charge,charge,ts_co2,co2,ts_humidity,humidity,ts_illumination,illumination,ts_noise,noise,ts_powerstate,powerstate,ts_temperature,temperature,ts_timestamp,timestamp,ts_type,type
2022-08-10 05:35:25,90,2022-08-10 05:35:25,94,2022-08-10 05:35:25,593,2022-08-10 05:35:25,44,2022-08-10 05:35:25,107,2022-08-10 05:35:25,46,2022-08-10 05:35:25,1,2022-08-10 05:35:25,27.5,2022-08-10 05:35:25,1577970331,2022-08-10 05:35:25,normal
2022-08-10 05:40:25,90,2022-08-10 05:40:25,94,2022-08-10 05:40:25,591,2022-08-10 05:40:25,44,2022-08-10 05:40:25,122,2022-08-10 05:40:25,46,2022-08-10 05:40:25,1,2022-08-10 05:40:25,27.4,2022-08-10 05:40:25,1577970631,2022-08-10 05:40:25,normal
2022-08-10 05:45:24,89,2022-08-10 05:45:24,94,2022-08-10 05:45:24,607,2022-08-10 05:45:24,44,2022-08-10 05:45:24,104,2022-08-10 05:45:24,46,2022-08-10 05:45:24,1,2022-08-10 05:45:24,27.5,2022-08-10 05:45:24,1577970931,2022-08-10 05:45:24,normal
2022-08-10 05:50:25,89,2022-08-10 05:50:25,94,2022-08-10 05:50:25,605,2022-08-10 05:50:25,44,2022-08-10 05:50:25,133,2022-08-10 05:50:25,46,2022-08-10 05:50:25,1,2022-08-10 05:50:25,27.5,2022-08-10 05:50:25,1577971231,2022-08-10 05:50:25,normal
2022-08-10 05:55:24,89,2022-08-10 05:55:24,94,2022-08-10 05:55:24,600,2022-08-10 05:55:24,44,2022-08-10 05:55:24,125,2022-08-10 05:55:24,46,2022-08-10 05:55:24,1,2022-08-10 05:55:24,27.5,2022-08-10 05:55:24,1577971531,2022-08-10 05:55:24,normal
2022-08-10 06:00:24,90,2022-08-10 06:00:24,94,2022-08-10 06:00:24,607,2022-08-10 06:00:24,44,2022-08-10 06:00:24,92,2022-08-10 06:00:24,46,2022-08-10 06:00:24,1,2022-08-10 06:00:24,27.5,2022-08-10 06:00:24,1577971831,2022-08-10 06:00:24,normal
2022-08-10 06:05:24,88,2022-08-10 06:05:24,94,2022-08-10 06:05:24,607,2022-08-10 06:05:24,44,2022-08-10 06:05:24,84,2022-08-10 06:05:24,46,2022-08-10 06:05:24,1,2022-08-10 06:05:24,27.5,2022-08-10 06:05:24,1577972131,2022-08-10 06:05:24,normal
2022-08-10 06:10:25,89,2022-08-10 06:10:25,94,2022-08-10 06:10:25,609,2022-08-10 06:10:25,44,2022-08-10 06:10:25,99,2022-08-10 06:10:25,46,2022-08-10 06:10:25,1,2022-08-10 06:10:25,27.5,2022-08-10 06:10:25,1577972431,2022-08-10 06:10:25,normal
2022-08-10 06:15:25,90,2022-08-10 06:15:25,94,2022-08-10 06:15:25,602,2022-08-10 06:15:25,44,2022-08-10 06:15:25,168,2022-08-10 06:15:25,46,2022-08-10 06:15:25,1,2022-08-10 06:15:25,27.5,2022-08-10 06:15:25,1577972731,2022-08-10 06:15:25,normal
2022-08-10 06:20:25,90,2022-08-10 06:20:25,94,2022-08-10 06:20:25,596,2022-08-10 06:20:25,44,2022-08-10 06:20:25,358,2022-08-10 06:20:25,46,2022-08-10 06:20:25,1,2022-08-10 06:20:25,27.5,2022-08-10 06:20:25,1577973031,2022-08-10 06:20:25,normal
2022-08-10 06:25:25,88,2022-08-10 06:25:25,94,2022-08-10 06:25:25,597,2022-08-10 06:25:25,44,2022-08-10 06:25:25,394,2022-08-10 06:25:25,46,2022-08-10 06:25:25,1,2022-08-10 06:25:25,27.5,2022-08-10 06:25:25,1577973331,2022-08-10 06:25:25,normal
2022-08-10 06:30:25,89,2022-08-10 06:30:25,94,2022-08-10 06:30:25,596,2022-08-10 06:30:25,44,2022-08-10 06:30:25,683,2022-08-10 06:30:25,46,2022-08-10 06:30:25,1,2022-08-10 06:30:25,27.6,2022-08-10 06:30:25,1577973631,2022-08-10 06:30:25,normal
2022-08-10 06:35:25,89,2022-08-10 06:35:25,94,2022-08-10 06:35:25,603,2022-08-10 06:35:25,44,2022-08-10 06:35:25,660,2022-08-10 06:35:25,46,2022-08-10 06:35:25,1,2022-08-10 06:35:25,27.6,2022-08-10 06:35:25,1577973931,2022-08-10 06:35:25,normal
